conversation_id,user_id,started_at
140,c78a287e-b35e-457f-a1d0-c400cc4f5b53,2024-09-04 07:15:00
141,8a1d0208-0a2b-4239-b9b7-cd1b9cd9cf6e,2024-08-08 17:00:00
142,fddf8397-05bb-4e80-82f4-8bcd7648d3e9,2024-09-17 08:40:00
143,8f0e5f85-1d31-4879-bb8f-1c8b3ad7e745,2024-08-06 14:10:00
144,85f93570-b7f1-4529-9f66-8f8b27401f82,2024-10-13 08:00:00
145,ab5f64d3-f5b7-43c4-bc38-d7e4a10ebd16,2024-08-12 11:45:00
146,2196a215-e6f2-442f-a1ad-7a2a7bfc268b,2024-09-22 10:50:00
147,7e54a72e-68e2-4d28-922e-25b6c9dbd632,2024-09-29 13:15:00
148,75c8e04e-df59-433d-b2a4-54c4a8093771,2024-10-22 14:45:00
149,8a29b559-774d-47d1-b94d-9ef88e896f7f,2024-10-03 08:40:00
150,019473bc-b0e3-4685-b90f-c3e7d1c4b2fa,2024-09-06 13:25:00
151,53ac65d2-d690-46f3-9266-d9d853d00c69,2024-08-04 11:40:00
152,8b428347-cd59-4f89-bba6-3bfe3ccab8b2,2024-09-05 10:00:00
153,f4b8d2a4-bfdd-4db7-bb78-5bbf8d7b8d33,2024-10-30 16:35:00
154,2cfa56fd-d2b0-4ea7-bc9f-9871c96a8dbe,2024-10-12 15:10:00
155,50b31e44-d0f3-4f7a-ae2c-7d8b314d50cd,2024-09-21 12:30:00
156,d12bc122-6b43-46d0-8ea4-3651ccfb1cfc,2024-08-27 10:25:00
157,56be6bb1-400a-47f7-a94b-c689bc99c195,2024-08-16 11:55:00
158,dfca4c4b-d2bc-4560-8582-4ef32f7300a4,2024-09-07 09:20:00
159,e12b4e7a-7801-471f-b8c3-bd116bc94da1,2024-10-09 14:25:00
160,a55ad2d4-e5ba-4645-a3e2-d2a973c87b66,2024-09-11 12:05:00
161,0fba5633-c9f4-4532-b1f7-cb59a86ad5d1,2024-08-13 14:30:00
162,b4f41715-bd64-4e4e-b759-9388f097c88b,2024-09-18 10:00:00
163,b079d795-df5a-4f9f-bc7a-79d0a018763f,2024-09-29 15:15:00
164,d3c68c34-11b1-497f-8e72-11a0c6c3878d,2024-10-15 10:50:00
165,ce6a7638-94a1-47c0-8f7c-7c80c98f13be,2024-08-02 08:20:00
166,9ea3e479-9911-47bc-b1ed-c2be61572c7e,2024-09-19 11:10:00
167,d73c44b7-b28e-4bc1-bf01-e0b6b9b1d207,2024-10-25 17:40:00
168,e0b4b575-b417-4d31-88fc-02d8a24953b7,2024-09-08 12:15:00
169,bcb63b66-5647-45fd-b29d-735ccf0718a4,2024-08-05 09:45:00
170,e1ff490f-d1fd-4fba-9d4d-634c3a2686b1,2024-09-11 17:20:00
171,c013f98d-b88c-4b59-a506-7ed5bb9e01a7,2024-10-17 13:05:00
172,9d7e86ff-24c4-42e3-bfc3-c3fe39305a68,2024-08-30 17:35:00
173,7d42d174-22f4-4b9d-b99f-3c4c7e0f0a87,2024-10-11 13:40:00
174,c4f62e77-9530-4413-97d2-78ef3aab1c2b,2024-09-02 16:05:00
175,897bfc87-eabb-4c8a-91ba-0e9b639fa7c3,2024-08-17 12:30:00
176,c812b4c5-8f01-47f5-a8b1-d309feb00310,2024-10-03 11:50:00
177,bbba62c1-2326-4ed7-85ae-e5a9053cc9f3,2024-09-28 14:10:00
178,51a0f4e8-9fe7-45e1-bb3c-d0b43740f314,2024-10-06 12:35:00
179,6825d940-7f7a-4868-b52c-c2c6fd19811e,2024-09-07 09:55:00
180,d34758b2-9292-4e2f-a1c2-d6d5ac57fd1d,2024-10-15 08:50:00
181,97d6fb5b-45c9-4385-9c8d-44b6a7e2c788,2024-09-06 12:45:00
182,a2bfc3c3-631d-48b4-b8ea-43d2c960da09,2024-08-22 17:00:00
183,f12239d3-0e60-4e07-b39f-7beedce4728d,2024-09-16 14:10:00
184,e740c882-5155-46de-a650-8033d96b8c26,2024-08-30 08:25:00
185,57d495b1-2909-43be-8b22-bdf2ab7888cd,2024-09-18 10:00:00
186,a35689b7-cb2f-4335-b7cd-1eb1ac97cfba,2024-08-24 11:15:00
187,93b96309-aba6-4dcb-9ae4-e362b32d5368,2024-10-10 08:30:00
188,1c96bdfa-5296-4060-b42d-b0708efaf238,2024-09-20 12:20:00
189,addbe0c1-5e6d-47d9-980f-7365a4be7e8f,2024-08-27 17:00:00
190,c84a69fe-9a76-47e4-8ec3-3fd4c999189b,2024-09-14 14:35:00
191,41cfe379-c3fe-4fe2-b767-9bb847b38e76,2024-08-21 13:25:00
192,af7f6b45-4385-4cc7-b68b-7b57349bba55,2024-09-12 15:10:00
193,e1ea051b-95f1-4d51-9414-f0205c5827d3,2024-08-29 10:20:00
194,774ac4a2-bb60-4be9-9e56-b70c3ad6c515,2024-09-08 13:45:00
195,62c6b6cc-8d45-473a-8469-98fca6b396b9,2024-10-07 08:05:00
196,d5a59535-67c3-42b1-81ad-efdd46ed0543,2024-09-10 11:00:00
197,b1a8e907-2125-49a5-93d5-0deea2db91ed,2024-10-04 09:25:00
198,fc4b1a12-d679-4df2-a0f6-87f60c9f9e2f,2024-09-24 08:10:00
199,6c63d9f3-3f35-4e1f-9d63-c9570831cdb8,2024-08-18 09:30:00
200,a83e99d7-6b91-4fd4-9e8c-f66e21fa8336,2024-09-27 15:05:00
201,f0c3095f-4262-418a-8102-18b5cdca1535,2024-10-19 16:30:00
202,c380ad68-eaff-4272-9d62-fec4c7ac8d19,2024-08-13 08:55:00
203,2fb97d28-dc2a-471b-b00f-50eb7fa96cbe,2024-10-30 17:35:00
204,183b4f1e-d2c3-487f-92ed-cd0e74a6933d,2024-09-21 10:25:00
205,d855d280-b68b-489b-ae85-bdf029a6db09,2024-10-12 10:15:00
206,6f9a42d9-bf94-4e16-b85d-91b7bfe574b8,2024-09-02 17:05:00
207,392b8f12-b1f9-4b91-975b-b67ac1ef44fc,2024-10-23 12:40:00
208,7f6b7e6e-2d0e-40e0-8d1b-2a06e532d587,2024-08-20 12:05:00
209,b7fe4a53-5df7-4025-bd9f-3de0174c1e8c,2024-10-02 09:15:00
210,db90789a-5b65-4de4-9d74-15c5d0c6c8d6,2024-09-16 08:50:00
211,c7ad4c39-877f-4d90-b75d-b3a80c466b85,2024-08-05 10:30:00
212,78ea2175-bc6e-4c5d-8e2e-b89b4a1ac4f3,2024-09-29 08:10:00
213,1b3c54c4-d216-4c43-bd18-401ff33fa466,2024-08-17 10:15:00
214,e81b81c8-2b74-43fe-9257-9fe3f3a3a0fa,2024-09-25 13:25:00
215,3a124d59-c5e1-46fe-b25f-20fbc76c9c29,2024-09-28 13:50:00
216,f6da7425-2fbc-47d8-b998-b6c3a022fbd1,2024-10-18 08:40:00
217,f0e8b72a-c013-4e35-b5b7-81b67ff18235,2024-08-25 16:45:00
218,c5a3da67-d216-42c3-b2d0-388f2678f7c9,2024-10-02 14:10:00
219,d7a139f7-750d-46b8-b292-34d3a2aee995,2024-09-15 10:00:00
220,c67cdb88-63ab-4d69-995e-93cfbd4d5ea6,2024-09-09 15:40:00
221,9b9d6883-d62a-41d8-b4f3-7225b8b8cde0,2024-08-14 13:30:00
222,5abcb75a-58f4-4c2b-9419-1e592b4b928b,2024-10-01 08:00:00
223,e9f5d28a-0c94-4bff-8bc7-941d764ac177,2024-09-14 16:30:00
224,a1efb7a9-d10b-4c94-a5be-7b9b59d59c7a,2024-08-26 09:15:00
225,38d65a70-df7f-4d71-a550-e2e913db67ac,2024-10-17 16:10:00
226,b18fe88f-c0a0-47cc-b90b-c8be019081f9,2024-08-22 17:45:00
227,b045a7c8-b950-4377-b057-93fcf21a5674,2024-09-25 12:25:00
228,cd5c9d3d-1d33-42da-b6fa-3662e57eb7f7,2024-08-06 14:50:00
229,85f4372e-bf75-4971-ae1a-15f3f3f3019e,2024-09-18 13:50:00
230,8ae2a52b-bfc3-46b1-855b-536b5c45cb89,2024-10-23 13:00:00
231,1b08c645-f1cc-441a-b7a2-381d74dfb09f,2024-09-12 17:50:00
232,2d3a6d3b-81ca-4305-9309-9db9cde64db6,2024-10-19 13:00:00
233,8ecf7265-b879-4205-ae70-364a35d85c0f,2024-08-20 12:00:00
234,25f5b0a1-9a49-44b1-9f0f-122f1df56c9f,2024-09-11 10:15:00
235,57b8f925-3c0d-4374-a5ac-76fe0adf9f6e,2024-10-06 09:50:00
236,be72f0cf-6b32-4b29-b3cd-233a2642c94f,2024-09-30 14:10:00
237,d87fc22a-6a76-46ea-b28b-c21d22ed9a30,2024-08-03 08:20:00
238,9c29d28c-d6b7-4f62-908b-c9a2e7c82f84,2024-09-09 16:30:00
239,b8ca3e7f-c8de-43c2-a743-c9081a2999a0,2024-08-27 12:10:00
240,e62b2c8f-3d1d-4d8e-b573-e4d2538c0d0d,2024-09-14 15:40:00
241,bb7d0714-d47f-4841-b672-53c9fe2197b4,2024-08-01 17:25:00
242,f4d0ba7d-2a1b-4261-b19b-34ec72669b36,2024-10-28 13:15:00
243,6cd9b0bc-c055-4020-b499-d8ca07c5e81e,2024-09-03 14:05:00
244,07ff7b92-9f8c-4c8a-bd64-3b5c03466a23,2024-08-23 16:45:00
245,e8f14226-b990-4b26-a49d-4062b8b5cfd5,2024-09-15 09:15:00
246,a1d74fa9-10f9-4082-b5a3-cd0045a53336,2024-10-22 16:00:00
247,d5125e8d-c24d-47e7-b365-dbedb4c0bb77,2024-09-23 15:30:00
248,fda78663-1706-4c35-bfc0-01f98e14f70a,2024-08-11 10:30:00
249,9a2e0f78-e59a-4a97-9d1d-7f5e9b1452d2,2024-09-26 17:00:00
250,4e8cfed7-365d-43c2-99fe-98cf564093b5,2024-08-04 14:10:00
